Count	Timestamp	Time since start (s)		Cray node E (J)	Cray cpu E (J)	Cray memory E (J)	Cray node E since start (J)	Cray cpu E since start (J)	Cray memory E since start (J)	Cray node P (W)	Cray cpu P (W)	Cray memory P (W)	Cray node P calc (W)	Cray cpu P calc (W)	Cray memory P calc (W)	Cpufreq frequency (MHz)	Cray frequency (MHz)	
--- EMON TAG START: application_summary
130	2019-08-21 17:13:04	65.000000	697141648.000000	403167145.000000	46631878.000000	8277.000000	5166.000000	839.000000	128.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
131	2019-08-21 17:13:05	66.000000	697141712.000000	403167184.000000	46631885.000000	8341.000000	5205.000000	846.000000	127.000000	79.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
132	2019-08-21 17:13:05	66.000000	697141776.000000	403167224.000000	46631891.000000	8405.000000	5245.000000	852.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
133	2019-08-21 17:13:06	67.000000	697141839.000000	403167264.000000	46631898.000000	8468.000000	5285.000000	859.000000	128.000000	80.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
134	2019-08-21 17:13:06	67.000000	697141903.000000	403167303.000000	46631904.000000	8532.000000	5324.000000	865.000000	128.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
135	2019-08-21 17:13:07	68.000000	697141967.000000	403167343.000000	46631911.000000	8596.000000	5364.000000	872.000000	127.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
136	2019-08-21 17:13:07	68.000000	697142031.000000	403167383.000000	46631917.000000	8660.000000	5404.000000	878.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
137	2019-08-21 17:13:08	69.000000	697142094.000000	403167422.000000	46631924.000000	8723.000000	5443.000000	885.000000	127.000000	79.000000	13.000000	126.000000	78.000000	14.000000	1301.000000	10.000000	
138	2019-08-21 17:13:08	69.000000	697142158.000000	403167462.000000	46631930.000000	8787.000000	5483.000000	891.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
139	2019-08-21 17:13:09	70.000000	697142221.000000	403167502.000000	46631937.000000	8850.000000	5523.000000	898.000000	127.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
140	2019-08-21 17:13:09	70.000000	697142285.000000	403167542.000000	46631943.000000	8914.000000	5563.000000	904.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
141	2019-08-21 17:13:10	71.000000	697142348.000000	403167581.000000	46631950.000000	8977.000000	5602.000000	911.000000	127.000000	80.000000	13.000000	126.000000	78.000000	14.000000	1301.000000	10.000000	
142	2019-08-21 17:13:10	71.000000	697142412.000000	403167621.000000	46631956.000000	9041.000000	5642.000000	917.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
143	2019-08-21 17:13:11	72.000000	697142476.000000	403167661.000000	46631963.000000	9105.000000	5682.000000	924.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
144	2019-08-21 17:13:11	72.000000	697142539.000000	403167701.000000	46631969.000000	9168.000000	5722.000000	930.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
145	2019-08-21 17:13:12	73.000000	697142603.000000	403167740.000000	46631975.000000	9232.000000	5761.000000	936.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
146	2019-08-21 17:13:12	73.000000	697142667.000000	403167780.000000	46631982.000000	9296.000000	5801.000000	943.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
147	2019-08-21 17:13:13	74.000000	697142730.000000	403167820.000000	46631988.000000	9359.000000	5841.000000	949.000000	128.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
148	2019-08-21 17:13:13	74.000000	697142794.000000	403167859.000000	46631995.000000	9423.000000	5880.000000	956.000000	127.000000	79.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
149	2019-08-21 17:13:14	75.000000	697142858.000000	403167899.000000	46632002.000000	9487.000000	5920.000000	963.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
150	2019-08-21 17:13:14	75.000000	697142921.000000	403167939.000000	46632008.000000	9550.000000	5960.000000	969.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
151	2019-08-21 17:13:15	76.000000	697142985.000000	403167979.000000	46632015.000000	9614.000000	6000.000000	976.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
152	2019-08-21 17:13:15	76.000000	697143048.000000	403168018.000000	46632021.000000	9677.000000	6039.000000	982.000000	127.000000	79.000000	13.000000	126.000000	78.000000	12.000000	1301.000000	10.000000	
153	2019-08-21 17:13:16	77.000000	697143112.000000	403168058.000000	46632027.000000	9741.000000	6079.000000	988.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
154	2019-08-21 17:13:16	77.000000	697143176.000000	403168098.000000	46632034.000000	9805.000000	6119.000000	995.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
155	2019-08-21 17:13:17	78.000000	697143252.000000	403168145.000000	46632042.000000	9881.000000	6166.000000	1003.000000	127.000000	80.000000	13.000000	152.000000	94.000000	16.000000	1301.000000	10.000000	
156	2019-08-21 17:13:17	78.000000	697143303.000000	403168177.000000	46632047.000000	9932.000000	6198.000000	1008.000000	127.000000	79.000000	13.000000	102.000000	64.000000	10.000000	1301.000000	10.000000	
157	2019-08-21 17:13:18	79.000000	697143367.000000	403168217.000000	46632053.000000	9996.000000	6238.000000	1014.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
158	2019-08-21 17:13:18	79.000000	697143430.000000	403168256.000000	46632060.000000	10059.000000	6277.000000	1021.000000	128.000000	79.000000	13.000000	126.000000	78.000000	14.000000	1301.000000	10.000000	
159	2019-08-21 17:13:19	80.000000	697143494.000000	403168296.000000	46632066.000000	10123.000000	6317.000000	1027.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
160	2019-08-21 17:13:19	80.000000	697143558.000000	403168336.000000	46632073.000000	10187.000000	6357.000000	1034.000000	127.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
161	2019-08-21 17:13:20	81.000000	697143621.000000	403168376.000000	46632079.000000	10250.000000	6397.000000	1040.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
162	2019-08-21 17:13:20	81.000000	697143685.000000	403168416.000000	46632085.000000	10314.000000	6437.000000	1046.000000	128.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
163	2019-08-21 17:13:21	82.000000	697143748.000000	403168455.000000	46632092.000000	10377.000000	6476.000000	1053.000000	127.000000	80.000000	13.000000	126.000000	78.000000	14.000000	1301.000000	10.000000	
164	2019-08-21 17:13:21	82.000000	697143812.000000	403168495.000000	46632098.000000	10441.000000	6516.000000	1059.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
165	2019-08-21 17:13:22	83.000000	697143876.000000	403168535.000000	46632105.000000	10505.000000	6556.000000	1066.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
166	2019-08-21 17:13:22	83.000000	697143939.000000	403168575.000000	46632111.000000	10568.000000	6596.000000	1072.000000	128.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
167	2019-08-21 17:13:23	84.000000	697144003.000000	403168614.000000	46632118.000000	10632.000000	6635.000000	1079.000000	128.000000	80.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
168	2019-08-21 17:13:23	84.000000	697144067.000000	403168654.000000	46632124.000000	10696.000000	6675.000000	1085.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
169	2019-08-21 17:13:24	85.000000	697144130.000000	403168694.000000	46632130.000000	10759.000000	6715.000000	1091.000000	127.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
170	2019-08-21 17:13:24	85.000000	697144194.000000	403168734.000000	46632137.000000	10823.000000	6755.000000	1098.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
171	2019-08-21 17:13:25	86.000000	697144258.000000	403168773.000000	46632143.000000	10887.000000	6794.000000	1104.000000	128.000000	80.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
172	2019-08-21 17:13:25	86.000000	697144324.000000	403168814.000000	46632150.000000	10953.000000	6835.000000	1111.000000	127.000000	79.000000	13.000000	132.000000	82.000000	14.000000	1301.000000	10.000000	
173	2019-08-21 17:13:26	87.000000	697144385.000000	403168853.000000	46632156.000000	11014.000000	6874.000000	1117.000000	127.000000	79.000000	13.000000	122.000000	78.000000	12.000000	1301.000000	10.000000	
174	2019-08-21 17:13:26	87.000000	697144449.000000	403168893.000000	46632163.000000	11078.000000	6914.000000	1124.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
175	2019-08-21 17:13:27	88.000000	697144512.000000	403168932.000000	46632169.000000	11141.000000	6953.000000	1130.000000	127.000000	79.000000	13.000000	126.000000	78.000000	12.000000	1301.000000	10.000000	
176	2019-08-21 17:13:27	88.000000	697144576.000000	403168972.000000	46632176.000000	11205.000000	6993.000000	1137.000000	127.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
177	2019-08-21 17:13:28	89.000000	697144639.000000	403169012.000000	46632182.000000	11268.000000	7033.000000	1143.000000	128.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
178	2019-08-21 17:13:28	89.000000	697144703.000000	403169052.000000	46632189.000000	11332.000000	7073.000000	1150.000000	128.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
179	2019-08-21 17:13:29	90.000000	697144767.000000	403169091.000000	46632195.000000	11396.000000	7112.000000	1156.000000	127.000000	80.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
180	2019-08-21 17:13:29	90.000000	697144831.000000	403169131.000000	46632202.000000	11460.000000	7152.000000	1163.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
181	2019-08-21 17:13:30	91.000000	697144894.000000	403169171.000000	46632208.000000	11523.000000	7192.000000	1169.000000	127.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
182	2019-08-21 17:13:30	91.000000	697144958.000000	403169211.000000	46632214.000000	11587.000000	7232.000000	1175.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
183	2019-08-21 17:13:31	92.000000	697145022.000000	403169250.000000	46632221.000000	11651.000000	7271.000000	1182.000000	128.000000	80.000000	13.000000	128.000000	78.000000	14.000000	1301.000000	10.000000	
184	2019-08-21 17:13:31	92.000000	697145086.000000	403169290.000000	46632227.000000	11715.000000	7311.000000	1188.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
185	2019-08-21 17:13:32	93.000000	697145149.000000	403169330.000000	46632233.000000	11778.000000	7351.000000	1194.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
186	2019-08-21 17:13:32	93.000000	697145213.000000	403169370.000000	46632240.000000	11842.000000	7391.000000	1201.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
187	2019-08-21 17:13:33	94.000000	697145276.000000	403169409.000000	46632246.000000	11905.000000	7430.000000	1207.000000	127.000000	79.000000	13.000000	126.000000	78.000000	12.000000	1301.000000	10.000000	
188	2019-08-21 17:13:33	94.000000	697145340.000000	403169449.000000	46632253.000000	11969.000000	7470.000000	1214.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
189	2019-08-21 17:13:34	95.000000	697145404.000000	403169489.000000	46632259.000000	12033.000000	7510.000000	1220.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
190	2019-08-21 17:13:34	95.000000	697145468.000000	403169529.000000	46632266.000000	12097.000000	7550.000000	1227.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
191	2019-08-21 17:13:35	96.000000	697145531.000000	403169568.000000	46632272.000000	12160.000000	7589.000000	1233.000000	127.000000	79.000000	13.000000	126.000000	78.000000	12.000000	1301.000000	10.000000	
192	2019-08-21 17:13:35	96.000000	697145595.000000	403169608.000000	46632278.000000	12224.000000	7629.000000	1239.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
193	2019-08-21 17:13:36	97.000000	697145658.000000	403169648.000000	46632285.000000	12287.000000	7669.000000	1246.000000	127.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
194	2019-08-21 17:13:36	97.000000	697145722.000000	403169687.000000	46632291.000000	12351.000000	7708.000000	1252.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
195	2019-08-21 17:13:37	98.000000	697145786.000000	403169727.000000	46632298.000000	12415.000000	7748.000000	1259.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
196	2019-08-21 17:13:37	98.000000	697145849.000000	403169767.000000	46632304.000000	12478.000000	7788.000000	1265.000000	127.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
197	2019-08-21 17:13:38	99.000000	697145913.000000	403169806.000000	46632310.000000	12542.000000	7827.000000	1271.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
198	2019-08-21 17:13:38	99.000000	697145977.000000	403169846.000000	46632317.000000	12606.000000	7867.000000	1278.000000	127.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
199	2019-08-21 17:13:39	100.000000	697146041.000000	403169886.000000	46632323.000000	12670.000000	7907.000000	1284.000000	128.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
200	2019-08-21 17:13:39	100.000000	697146104.000000	403169926.000000	46632330.000000	12733.000000	7947.000000	1291.000000	128.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
201	2019-08-21 17:13:40	101.000000	697146168.000000	403169965.000000	46632336.000000	12797.000000	7986.000000	1297.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
202	2019-08-21 17:13:40	101.000000	697146232.000000	403170005.000000	46632343.000000	12861.000000	8026.000000	1304.000000	127.000000	80.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
203	2019-08-21 17:13:41	102.000000	697146295.000000	403170045.000000	46632349.000000	12924.000000	8066.000000	1310.000000	127.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
204	2019-08-21 17:13:41	102.000000	697146359.000000	403170085.000000	46632355.000000	12988.000000	8106.000000	1316.000000	127.000000	79.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
205	2019-08-21 17:13:42	103.000000	697146423.000000	403170125.000000	46632362.000000	13052.000000	8146.000000	1323.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
206	2019-08-21 17:13:42	103.000000	697146487.000000	403170164.000000	46632368.000000	13116.000000	8185.000000	1329.000000	128.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
207	2019-08-21 17:13:43	104.000000	697146550.000000	403170204.000000	46632375.000000	13179.000000	8225.000000	1336.000000	128.000000	79.000000	13.000000	126.000000	80.000000	14.000000	1301.000000	10.000000	
208	2019-08-21 17:13:43	104.000000	697146614.000000	403170244.000000	46632381.000000	13243.000000	8265.000000	1342.000000	127.000000	80.000000	13.000000	128.000000	80.000000	12.000000	1301.000000	10.000000	
209	2019-08-21 17:13:44	105.000000	697146678.000000	403170283.000000	46632387.000000	13307.000000	8304.000000	1348.000000	127.000000	79.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
210	2019-08-21 17:13:44	105.000000	697146742.000000	403170323.000000	46632394.000000	13371.000000	8344.000000	1355.000000	128.000000	79.000000	13.000000	128.000000	80.000000	14.000000	1301.000000	10.000000	
211	2019-08-21 17:13:45	106.000000	697146805.000000	403170363.000000	46632400.000000	13434.000000	8384.000000	1361.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
212	2019-08-21 17:13:45	106.000000	697146869.000000	403170402.000000	46632406.000000	13498.000000	8423.000000	1367.000000	128.000000	80.000000	13.000000	128.000000	78.000000	12.000000	1301.000000	10.000000	
213	2019-08-21 17:13:46	107.000000	697146932.000000	403170442.000000	46632412.000000	13561.000000	8463.000000	1373.000000	128.000000	80.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
214	2019-08-21 17:13:46	107.000000	697147008.000000	403170490.000000	46632420.000000	13637.000000	8511.000000	1381.000000	128.000000	80.000000	13.000000	152.000000	96.000000	16.000000	1301.000000	10.000000	
215	2019-08-21 17:13:47	108.000000	697147060.000000	403170523.000000	46632425.000000	13689.000000	8544.000000	1386.000000	129.000000	81.000000	13.000000	104.000000	66.000000	10.000000	1301.000000	10.000000	
216	2019-08-21 17:13:47	108.000000	697147123.000000	403170563.000000	46632431.000000	13752.000000	8584.000000	1392.000000	127.000000	79.000000	13.000000	126.000000	80.000000	12.000000	1301.000000	10.000000	
217	2019-08-21 17:13:48	109.000000	697147184.000000	403170602.000000	46632438.000000	13813.000000	8623.000000	1399.000000	111.000000	79.000000	13.000000	122.000000	78.000000	14.000000	1301.000000	10.000000	
218	2019-08-21 17:13:48	109.000000	697147245.000000	403170642.000000	46632444.000000	13874.000000	8663.000000	1405.000000	117.000000	79.000000	13.000000	122.000000	80.000000	12.000000	1301.000000	10.000000	
219	2019-08-21 17:13:49	110.000000	697147320.000000	403170690.000000	46632452.000000	13949.000000	8711.000000	1413.000000	128.000000	79.000000	13.000000	150.000000	96.000000	16.000000	1301.000000	10.000000	
220	2019-08-21 17:13:49	110.000000	697147371.000000	403170722.000000	46632457.000000	14000.000000	8743.000000	1418.000000	127.000000	81.000000	13.000000	102.000000	64.000000	10.000000	1301.000000	10.000000	
